wrong_name;official_name
-SubCol- Fatal Fury Collection;- Sub_Selection - Fatal Fury Collection
'''- SubCol ?  Fatal Fury Collection''';- Sub_Selection - Fatal Fury Collection
fatalfury;- Sub_Selection - Fatal Fury Collection
- SubCol - Fatal Fury Collection;- Sub_Selection - Fatal Fury Collection
- Sub ?  Final Fantasy Collection;- Sub_Selection - Final Fantasy Collection
-Sub-Final Fantasy Collection;- Sub_Selection - Final Fantasy Collection
-SubCol- Final Fantasy Collection;- Sub_Selection - Final Fantasy Collection
'''- SubCol ?  Final Fantasy Collection''';- Sub_Selection - Final Fantasy Collection
Final Fantasy Collection;- Sub_Selection - Final Fantasy Collection
finalfantasy;- Sub_Selection - Final Fantasy Collection
- SubCol - Final Fantasy Collection;- Sub_Selection - Final Fantasy Collection
- Sub ?  Final Figth Collection;- Sub_Selection - Final Figth Collection
-Sub-Final Figth Collection;- Sub_Selection - Final Figth Collection
-SubCol- Final Figth Collection;- Sub_Selection - Final Figth Collection
'''- SubCol ?  Final Figth Collection''';- Sub_Selection - Final Figth Collection
finalfight;- Sub_Selection - Final Figth Collection
- SubCol - Final Figth Collection;- Sub_Selection - Final Figth Collection
- Sub ?  Hitman Collection;- Sub_Selection - Hitman Collection
-Sub-Hitman Collection;- Sub_Selection - Hitman Collection
-SubCol- Hitman Collection;- Sub_Selection - Hitman Collection
'''- SubCol ?  Hitman Collection''';- Sub_Selection - Hitman Collection
Hitman Collection;- Sub_Selection - Hitman Collection
- SubCol - Hitman Collection;- Sub_Selection - Hitman Collection
- Sub ?  Kids Platform Games Collection;- Sub_Selection - Kids Platform Games Collection
-Sub-Kids Platform Games Collection;- Sub_Selection - Kids Platform Games Collection
-SubCol- Kids Platform Games Collection;- Sub_Selection - Kids Platform Games Collection
'''- SubCol ?  Kids Platform Games Collection''';- Sub_Selection - Kids Platform Games Collection
Kids Platform Games Collection;- Sub_Selection - Kids Platform Games Collection
- SubCol - Kids Platform Games Collection;- Sub_Selection - Kids Platform Games Collection
- Sub ?  - SubCol ?  - SubCol ?  - SubCol ?  - SubCol ?  Killer Instinct Collection Collection Collection Collection Collection;- Sub_Selection - Killer Instinct Collection
- Sub ?  Killer Instinct Collection;- Sub_Selection - Killer Instinct Collection
-Sub-Killer Instinct Collection;- Sub_Selection - Killer Instinct Collection
'-SubCol-  -SubCol-  -SubCol-Killer Instinct Collection'' Collection Collection Collection';- Sub_Selection - Killer Instinct Collection
-SubCol- Killer Instinct Collection;- Sub_Selection - Killer Instinct Collection
'''- SubCol ?  Killer Instinct Collection''';- Sub_Selection - Killer Instinct Collection
Killer Instinct;- Sub_Selection - Killer Instinct Collection
- SubCol - Killer Instinct Collection;- Sub_Selection - Killer Instinct Collection
- Sub ?  Kirby Collection;- Sub_Selection - Kirby Collection
-Sub-Kirby Collection;- Sub_Selection - Kirby Collection
-SubCol- Kirby Collection;- Sub_Selection - Kirby Collection
'''- SubCol ?  Kirby Collection''';- Sub_Selection - Kirby Collection
Kirby Collection;- Sub_Selection - Kirby Collection
- SubCol - Kirby Collection;- Sub_Selection - Kirby Collection
- Sub ?  Lego Collection;- Sub_Selection - Lego Collection
-Sub-Lego Collection;- Sub_Selection - Lego Collection
-SubCol- Lego Collection;- Sub_Selection - Lego Collection
'''- SubCol ?  Lego Collection''';- Sub_Selection - Lego Collection
Lego Collection;- Sub_Selection - Lego Collection
- SubCol - Lego Collection;- Sub_Selection - Lego Collection
- Sub ?  Locomalito Collection;- Sub_Selection - Locomalito Collection
-Sub-Locomalito Collection;- Sub_Selection - Locomalito Collection
-SubCol- Locomalito Collection;- Sub_Selection - Locomalito Collection
'''- SubCol ?  Locomalito Collection''';- Sub_Selection - Locomalito Collection
LocoMalito Games;- Sub_Selection - Locomalito Collection
- SubCol - Locomalito Collection;- Sub_Selection - Locomalito Collection
- Sub ?  Looney Tunes Collection;- Sub_Selection - Looney Tunes Collection
-Sub-Looney Tunes Collection;- Sub_Selection - Looney Tunes Collection
-SubCol- Looney Tunes Collection;- Sub_Selection - Looney Tunes Collection
'''- SubCol ?  Looney Tunes Collection''';- Sub_Selection - Looney Tunes Collection
Looney Tunes Collection;- Sub_Selection - Looney Tunes Collection
- SubCol - Looney Tunes Collection;- Sub_Selection - Looney Tunes Collection
- Sub ?  Medal of Honor Collection;- Sub_Selection - Medal of Honor Collection
-Sub-Medal of Honor Collection;- Sub_Selection - Medal of Honor Collection
-SubCol- Medal of Honor Collection;- Sub_Selection - Medal of Honor Collection
'''- SubCol ?  Medal of Honor Collection''';- Sub_Selection - Medal of Honor Collection
Medal of Honor Collection;- Sub_Selection - Medal of Honor Collection
- SubCol - Medal of Honor Collection;- Sub_Selection - Medal of Honor Collection
- Sub ?  Mega  Man Collection;- Sub_Selection - Mega Man Collection
-Sub-Mega  Man Collection;- Sub_Selection - Mega Man Collection
-SubCol-  Mega  Man Collection;- Sub_Selection - Mega Man Collection
-SubCol- Mega Man Collection;- Sub_Selection - Mega Man Collection
'''- SubCol ?  Mega  Man Collection''';- Sub_Selection - Mega Man Collection
Mega Man Collection;- Sub_Selection - Mega Man Collection
megaman;- Sub_Selection - Mega Man Collection
- SubCol - Mega Man Collection;- Sub_Selection - Mega Man Collection
- Sub ?  Metal Slug Collection;- Sub_Selection - Metal Slug Collection
-Sub-Metal Slug Collection;- Sub_Selection - Metal Slug Collection
'-SubCol-  -SubCol-  -SubCol-Metal Slug Collection''';- Sub_Selection - Metal Slug Collection
-SubCol- Metal Slug Collection;- Sub_Selection - Metal Slug Collection
'''- SubCol ?  Metal Slug Collection''';- Sub_Selection - Metal Slug Collection
Metal Slug Collection;- Sub_Selection - Metal Slug Collection
metalslug;- Sub_Selection - Metal Slug Collection
- SubCol - Metal Slug Collection;- Sub_Selection - Metal Slug Collection
- Sub ?  Metroid Collection;- Sub_Selection - Metroid Collection
-Sub-Metroid Collection;- Sub_Selection - Metroid Collection
'-SubCol-  -SubCol-  -SubCol-Metroid Collection''';- Sub_Selection - Metroid Collection
-SubCol- Metroid Collection;- Sub_Selection - Metroid Collection
'''- SubCol ?  Metroid Collection''';- Sub_Selection - Metroid Collection
metroid;- Sub_Selection - Metroid Collection
Metroid Collection;- Sub_Selection - Metroid Collection
- SubCol - Metroid Collection;- Sub_Selection - Metroid Collection
Minecraft;- Sub_Selection - Minecraft
- Sub ?  - Sub ?  - SubCol ?  - SubCol ?  - SubCol ?  - SubCol ?  Mortal Kombat Collection;- Sub_Selection - Mortal Kombat Collection
- Sub ?  Mortal Kombat Collection;- Sub_Selection - Mortal Kombat Collection
'- SubCol ?  - SubCol ?  -SubCol-Mortal Kombat Collection''';- Sub_Selection - Mortal Kombat Collection
-Sub-Mortal Kombat Collection;- Sub_Selection - Mortal Kombat Collection
'-SubCol-  -SubCol-  -SubCol-  -SubCol-Mortal Kombat Collection''';- Sub_Selection - Mortal Kombat Collection
'-SubCol-  -SubCol-  -SubCol-Mortal Kombat Collection''';- Sub_Selection - Mortal Kombat Collection
-SubCol- Mortal Kombat Collection;- Sub_Selection - Mortal Kombat Collection
'''- SubCol ?  Mortal Kombat Collection''';- Sub_Selection - Mortal Kombat Collection
MK;- Sub_Selection - Mortal Kombat Collection
Mortal Kombat Collection;- Sub_Selection - Mortal Kombat Collection
- SubCol - Mortal Kombat Collection;- Sub_Selection - Mortal Kombat Collection
- Sub ?  Need For Speed Collection;- Sub_Selection - Need For Speed Collection
-Sub-Need For Speed Collection;- Sub_Selection - Need For Speed Collection
-SubCol- Need For Speed Collection;- Sub_Selection - Need For Speed Collection
'''- SubCol ?  Need For Speed Collection''';- Sub_Selection - Need For Speed Collection
needforspeed;- Sub_Selection - Need For Speed Collection
- SubCol - Need For Speed Collection;- Sub_Selection - Need For Speed Collection
-SubCol- Outrun Collection;- Sub_Selection - Outrun Collection
Outrun Collection;- Sub_Selection - Outrun Collection
- SubCol - Outrun Collection;- Sub_Selection - Outrun Collection
- Sub ?  PacMan Collection;- Sub_Selection - PacMan Collection
-Sub-PacMan Collection;- Sub_Selection - PacMan Collection
-SubCol- PacMan Collection;- Sub_Selection - PacMan Collection
'''- SubCol ?  PacMan Collection''';- Sub_Selection - PacMan Collection
PacMan Collection;- Sub_Selection - PacMan Collection
- SubCol - PacMan Collection;- Sub_Selection - PacMan Collection
- Sub ?  Pokemon Collection;- Sub_Selection - Pokemon Collection
-Sub-Pokemon Collection;- Sub_Selection - Pokemon Collection
-SubCol- Pokemon Collection;- Sub_Selection - Pokemon Collection
'''- SubCol ?  Pokemon Collection''';- Sub_Selection - Pokemon Collection
Pokemon Collection;- Sub_Selection - Pokemon Collection
- SubCol - Pokemon Collection;- Sub_Selection - Pokemon Collection
- Sub ?  Prince of Persia Collection;- Sub_Selection - Prince of Persia Collection
-Sub-Prince of Persia Collection;- Sub_Selection - Prince of Persia Collection
-SubCol- Prince of Persia Collection;- Sub_Selection - Prince of Persia Collection
'''- SubCol ?  Prince of Persia Collection''';- Sub_Selection - Prince of Persia Collection
Prince of Persia Collection;- Sub_Selection - Prince of Persia Collection
- SubCol - Prince of Persia Collection;- Sub_Selection - Prince of Persia Collection
- Sub ?  Raiden Collection;- Sub_Selection - Raiden Collection
-Sub-Raiden Collection;- Sub_Selection - Raiden Collection
-SubCol- Raiden Collection;- Sub_Selection - Raiden Collection
'''- SubCol ?  Raiden Collection''';- Sub_Selection - Raiden Collection
Raiden Collection;- Sub_Selection - Raiden Collection
- SubCol - Raiden Collection;- Sub_Selection - Raiden Collection
- Sub ?  Rayman Collection;- Sub_Selection - Rayman Collection
-Sub-Rayman Collection;- Sub_Selection - Rayman Collection
-SubCol- Rayman Collection;- Sub_Selection - Rayman Collection
'''- SubCol ?  Rayman Collection''';- Sub_Selection - Rayman Collection
Rayman Collection;- Sub_Selection - Rayman Collection
- SubCol - Rayman Collection;- Sub_Selection - Rayman Collection
- Sub ?  Resident Evil Collection;- Sub_Selection - Resident Evil Collection
-Sub-Resident Evil Collection;- Sub_Selection - Resident Evil Collection
-SubCol- Resident Evil Collection;- Sub_Selection - Resident Evil Collection
'''- SubCol ?  Resident Evil Collection''';- Sub_Selection - Resident Evil Collection
Resident Evil Collection;- Sub_Selection - Resident Evil Collection
residentevil;- Sub_Selection - Resident Evil Collection
- SubCol - Resident Evil Collection;- Sub_Selection - Resident Evil Collection
- Sub ?  Samurai Shodown Collection;- Sub_Selection - Samurai Shodown Collection
-Sub-Samurai Shodown Collection;- Sub_Selection - Samurai Shodown Collection
-SubCol- Samurai Shodown Collection;- Sub_Selection - Samurai Shodown Collection
'''- SubCol ?  Samurai Shodown Collection''';- Sub_Selection - Samurai Shodown Collection
samuraishodown;- Sub_Selection - Samurai Shodown Collection
- SubCol - Samurai Shodown Collection;- Sub_Selection - Samurai Shodown Collection
- Sub ?  Scooby-Doo Collection;- Sub_Selection - Scooby-Doo Collection
-Sub-Scooby-Doo Collection;- Sub_Selection - Scooby-Doo Collection
-SubCol- Scooby-Doo Collection;- Sub_Selection - Scooby-Doo Collection
'''- SubCol ?  Scooby-Doo Collection''';- Sub_Selection - Scooby-Doo Collection
Scooby-Doo Collection;- Sub_Selection - Scooby-Doo Collection
- SubCol - Scooby-Doo Collection;- Sub_Selection - Scooby-Doo Collection
- Sub ?  Sega Ages 2500;- Sub_Selection - Sega Ages 2500
-Sub-Sega Ages 2500;- Sub_Selection - Sega Ages 2500
-SubCol- Sega Ages 2500;- Sub_Selection - Sega Ages 2500
'''- SubCol ?  Sega Ages 2500''';- Sub_Selection - Sega Ages 2500
Sega Ages 2500;- Sub_Selection - Sega Ages 2500
- SubCol - Sega Ages 2500;- Sub_Selection - Sega Ages 2500
- Sub ?  Silent Hill Collection;- Sub_Selection - Silent Hill Collection
-Sub-Silent Hill Collection;- Sub_Selection - Silent Hill Collection
-SubCol- Silent Hill Collection;- Sub_Selection - Silent Hill Collection
'''- SubCol ?  Silent Hill Collection''';- Sub_Selection - Silent Hill Collection
silenthill;- Sub_Selection - Silent Hill Collection
- SubCol - Silent Hill Collection;- Sub_Selection - Silent Hill Collection
-SubCol- Simpsons Collection;- Sub_Selection - Simpsons Collection
Simpsons Collection;- Sub_Selection - Simpsons Collection
- SubCol - Simpsons Collection;- Sub_Selection - Simpsons Collection
- Sub ?  Solarus Collection;- Sub_Selection - Solarus Collection
-Sub-Solarus Collection;- Sub_Selection - Solarus Collection
-SubCol- Solarus Collection;- Sub_Selection - Solarus Collection
'''- SubCol ?  Solarus Collection''';- Sub_Selection - Solarus Collection
solarus;- Sub_Selection - Solarus Collection
Solarus Collection;- Sub_Selection - Solarus Collection
- SubCol - Solarus Collection;- Sub_Selection - Solarus Collection
- Sub ?  - SubCol ?  - SubCol ?  - SubCol ?  - SubCol ?  Sonic Collection;- Sub_Selection - Sonic Collection
- Sub ?  Sonic Collection;- Sub_Selection - Sonic Collection
-Sub-Sonic Collection;- Sub_Selection - Sonic Collection
'-SubCol-  -SubCol-  -SubCol-Sonic Collection''';- Sub_Selection - Sonic Collection
-SubCol- Sonic Collection;- Sub_Selection - Sonic Collection
'''- SubCol ?  Sonic Collection''';- Sub_Selection - Sonic Collection
'Pana-SubCol-  -SubCol-  -SubCol-  -SubCol-Sonic Collection'' 3DO';- Sub_Selection - Sonic Collection
sonic;- Sub_Selection - Sonic Collection
Sonic Collection;- Sub_Selection - Sonic Collection
- SubCol - Sonic Collection;- Sub_Selection - Sonic Collection
- Sub ?  Soul Calibur Collection;- Sub_Selection - Soul Calibur Collection
-Sub-Soul Calibur Collection;- Sub_Selection - Soul Calibur Collection
-SubCol- Soul Calibur Collection;- Sub_Selection - Soul Calibur Collection
'''- SubCol ?  Soul Calibur Collection''';- Sub_Selection - Soul Calibur Collection
Soul Caliber Collection;- Sub_Selection - Soul Calibur Collection
Soul Calibur Collection;- Sub_Selection - Soul Calibur Collection
- SubCol - Soul Calibur Collection;- Sub_Selection - Soul Calibur Collection
-SubCol- Spider-Man Collectio;- Sub_Selection - Spider-Man Collectio
'''- SubCol ?  Spider-Man Collectio''';- Sub_Selection - Spider-Man Collectio
- Sub ?  Spider-Man Collectio;- Sub_Selection - Spider-Man Collection
-Sub-Spider-Man Collection;- Sub_Selection - Spider-Man Collection
-SubCol- Spider-Man Collection;- Sub_Selection - Spider-Man Collection
Spider-Man Collection;- Sub_Selection - Spider-Man Collection
- SubCol - Spider-Man Collectio;- Sub_Selection - Spider-Man Collection
- SubCol - Spider-Man Collection;- Sub_Selection - Spider-Man Collection
- Sub ?  Spongebob Squarepants Collection;- Sub_Selection - Spongebob Squarepants Collection
-Sub-Spongebob Squarepants Collection;- Sub_Selection - Spongebob Squarepants Collection
-SubCol- Spongebob Squarepants Collection;- Sub_Selection - Spongebob Squarepants Collection
'''- SubCol ?  Spongebob Squarepants Collection''';- Sub_Selection - Spongebob Squarepants Collection
Spongebob Squarepants Collection;- Sub_Selection - Spongebob Squarepants Collection
- SubCol - Spongebob Squarepants Collection;- Sub_Selection - Spongebob Squarepants Collection
- Sub ?  Spyro the Dragon Collection;- Sub_Selection - Spyro the Dragon Collection
-Sub-Spyro the Dragon Collection;- Sub_Selection - Spyro the Dragon Collection
-SubCol- Spyro the Dragon Collection;- Sub_Selection - Spyro the Dragon Collection
'''- SubCol ?  Spyro the Dragon Collection''';- Sub_Selection - Spyro the Dragon Collection
Spyro the Dragon Collection;- Sub_Selection - Spyro the Dragon Collection
- SubCol - Spyro the Dragon Collection;- Sub_Selection - Spyro the Dragon Collection
- Sub ?  Star Wars Collection;- Sub_Selection - Star Wars Collection
-Sub-Star Wars Collection;- Sub_Selection - Star Wars Collection
-Sub-Starwars;- Sub_Selection - Star Wars Collection
-Sub-Starwars Collection;- Sub_Selection - Star Wars Collection
'-SubCol-  -SubCol-  -SubCol-Star Wars Collection''';- Sub_Selection - Star Wars Collection
-SubCol- Star Wars Collection;- Sub_Selection - Star Wars Collection
'''- SubCol ?  Star Wars Collection''';- Sub_Selection - Star Wars Collection
Star Wars Collection;- Sub_Selection - Star Wars Collection
starwars;- Sub_Selection - Star Wars Collection
- SubCol - Star Wars Collection;- Sub_Selection - Star Wars Collection
- Sub ?  Street Fighter Collection;- Sub_Selection - Street Fighter Collection
3 Street Fighter;- Sub_Selection - Street Fighter Collection
-Sub-Street Fighter Collection;- Sub_Selection - Street Fighter Collection
'-SubCol-  -SubCol-  -SubCol-Street Fighter Collection''';- Sub_Selection - Street Fighter Collection
-SubCol- Street Fighter Collection;- Sub_Selection - Street Fighter Collection
'''- SubCol ?  Street Fighter Collection''';- Sub_Selection - Street Fighter Collection
Street Fighter Collection;- Sub_Selection - Street Fighter Collection
streetfighter;- Sub_Selection - Street Fighter Collection
- SubCol - Street Fighter Collection;- Sub_Selection - Street Fighter Collection
- Sub ?  Streets of Rage Collection;- Sub_Selection - Streets of Rage Collection
-Sub-Streets of Rage Collection;- Sub_Selection - Streets of Rage Collection
'-SubCol-  -SubCol-  -SubCol-Streets of Rage Collection''';- Sub_Selection - Streets of Rage Collection
-SubCol- Streets of Rage Collection;- Sub_Selection - Streets of Rage Collection
'''- SubCol ?  Streets of Rage Collection''';- Sub_Selection - Streets of Rage Collection
Streets of Rage Collection;- Sub_Selection - Streets of Rage Collection
- SubCol - Streets of Rage Collection;- Sub_Selection - Streets of Rage Collection
- Sub ?  Super mario bros Collection;- Sub_Selection - Super mario bros Collection
-Sub-Super mario bros Collection;- Sub_Selection - Super mario bros Collection
-SubCol- Super mario bros Collection;- Sub_Selection - Super mario bros Collection
'''- SubCol ?  Super mario bros Collection''';- Sub_Selection - Super mario bros Collection
mario;- Sub_Selection - Super mario bros Collection
Mario Collection;- Sub_Selection - Super mario bros Collection
- SubCol - Super mario bros Collection;- Sub_Selection - Super mario bros Collection
- Sub ?  Teenage Mutant Ninja Turtles Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
- SubCol ?  Teenage Mutant Ninja Turtles Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
-Sub-Teenage Mutant Ninja Turtles Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
-SubCol-  Teenage Mutant Ninja Turtles Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
-SubCol- Teenage Mutant Ninja Turtles Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
'''- SubCol ?  Teenage Mutant Ninja Turtles Collection''';- Sub_Selection - Teenage Mutant Ninja Turtles Collection
TMNT Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
- SubCol - Teenage Mutant Ninja Turtles Collection;- Sub_Selection - Teenage Mutant Ninja Turtles Collection
- Sub ?  Tekken Collection;- Sub_Selection - Tekken Collection
-Sub-Tekken Collection;- Sub_Selection - Tekken Collection
-SubCol- Tekken Collection;- Sub_Selection - Tekken Collection
'''- SubCol ?  Tekken Collection''';- Sub_Selection - Tekken Collection
Tekken Collection;- Sub_Selection - Tekken Collection
- SubCol - Tekken Collection;- Sub_Selection - Tekken Collection
