wrong_name;official_name
gx4000;Amstrad GX4000
'Android';Android
Android;Android
Google Android;Android
APF Imagination Machine;APF Imagination Machine
APF - Imagination Machine;APF Imagination Machine
'Apple II';Apple II
Apple II;Apple II
apple2;Apple II
'Apple IIe';Apple IIe
Apple IIe;Apple IIe
Apple IIe;Apple IIe
apple2e;Apple IIe
'Apple IIGS';Apple IIGS
Apple - IIgs;Apple IIGS
Apple IIGS;Apple IIGS
apple2gs;Apple IIGS
'Apple IOS';Apple IOS
Apple IOS;Apple IOS
'Apple Mac OS';Apple Mac OS
Apple Mac OS;Apple Mac OS
macintosh;Apple Mac OS
arquivo_velho_;arquivo_novo_
'Atari 2600';Atari 2600
Atari 2600;Atari 2600
Atari 2600 Official;Atari 2600
atari2600;Atari 2600
Stella;Atari 2600
5200;Atari 5200
'Atari 5200';Atari 5200
Atari 5200;Atari 5200
Atari 5200 Official;Atari 5200
atari5200;Atari 5200
7800;Atari 7800
'Atari 7800';Atari 7800
Atari 7800;Atari 7800
Atari 7800 Official;Atari 7800
atari7800;Atari 7800
'Atari 800';Atari 800
Atari 8-Bit;Atari 800
Atari 8-bit computers;Atari 800
Atari 800;Atari 800
atari800;Atari 800
'Atari Jaguar';Atari Jaguar
Atari Jaguar;Atari Jaguar
atarijaguar;Atari Jaguar
jaguar;Atari Jaguar
Jaguar Official;Atari Jaguar
'Atari Jaguar CD';Atari Jaguar CD
Atari Jaguar CD;Atari Jaguar CD
atarijaguarcd;Atari Jaguar CD
'Atari Lynx';Atari Lynx
Atari Lynx;Atari Lynx
AtariLynx;Atari Lynx
atarilynx;Atari Lynx
Lynx;Atari Lynx
lynx;Atari Lynx
Lynx Official;Atari Lynx
'Atari ST';Atari ST
Atari ST;Atari ST
atarist;Atari ST
ST/STE/TT/Falcon;Atari ST
Atari STE;Atari STE
Atari TT;Atari TT
Atari XEGS;Atari XEGS
Bally Astrocade;Bally Astrocade
'Bandai WonderSwan';Bandai WonderSwan
Bandai WonderSwan;Bandai WonderSwan
wonderswan;Bandai WonderSwan
Wonderswan;Bandai WonderSwan
WonderSwan Official;Bandai WonderSwan
wswan;Bandai WonderSwan
'Bandai WonderSwan Color';Bandai WonderSwan Color
Bandai - WonderSwan Color;Bandai WonderSwan Color
'Bandai Wonderswan Color';Bandai Wonderswan Color
Bandai WonderSwan Color;Bandai WonderSwan Color
Bandai Wonderswan Color;Bandai Wonderswan Color
Wonderswan Color;Bandai WonderSwan Color
WonderSwan Color Official;Bandai WonderSwan Color
wonderswancolor;Bandai Wonderswan Color
wswanc;Bandai Wonderswan Color
'ColecoVision';ColecoVision
Coleco;ColecoVision
Coleco - ColecoVision;ColecoVision
colecovision;ColecoVision
ColecoVision;ColecoVision
Colecovision;ColecoVision
ColecoVision Official;ColecoVision
'Commodore 128';Commodore 128
c128;Commodore 128
Commodore 128;Commodore 128
Commodore 16 & Plus4;Commodore 16 & Plus4
'Commodore 20';Commodore 20
c20;Commodore 20
Commodore 20;Commodore 20
'Commodore 64';Commodore 64
Commodore - 64;Commodore 64
c16;Commodore 64
c64;Commodore 64
Commodore 64;Commodore 64
Commodore 64 Official;Commodore 64
'Commodore Amiga';Commodore Amiga
Commodore - Amiga;Commodore Amiga
amiga;Commodore Amiga
Amiga;Commodore Amiga
Amiga Official;Commodore Amiga
Commodore Amiga;Commodore Amiga
'Commodore Amiga 1200';Commodore Amiga 1200
amiga1200;Commodore Amiga 1200
Commodore Amiga 1200;Commodore Amiga 1200
'Commodore Amiga 500';Commodore Amiga 500
amiga500;Commodore Amiga 500
Commodore Amiga 500;Commodore Amiga 500
Commodore Amiga_500;Commodore Amiga 500
'Commodore Amiga 600';Commodore Amiga 600
amiga4000;Commodore Amiga 600
amiga600;Commodore Amiga 600
Commodore Amiga 600;Commodore Amiga 600
Commodore Amiga_600;Commodore Amiga 600
Commodore Amiga600;Commodore Amiga 600
'Commodore Amiga CD32';Commodore Amiga CD32
amigacd32;Commodore Amiga CD32
Commodore - Amiga CD;Commodore Amiga CD32
Commodore - Amiga CD32;Commodore Amiga CD32
Commodore Amiga 32;Commodore Amiga CD32
Commodore Amiga CD;Commodore Amiga CD32
Commodore Amiga CD32;Commodore Amiga CD32
Commodore Amiga_CD32;Commodore Amiga CD32
'Commodore Amiga CDTV';Commodore Amiga CDTV
amigacdtv;Commodore Amiga CDTV
Commodore Amiga CDTV;Commodore Amiga CDTV
Commodore CDTV;Commodore CDTV
'Commodore PET';Commodore PET
Commodore PET;Commodore PET
pet;Commodore PET
'Commodore VIC-20';Commodore VIC-20
Commodore VIC-20;Commodore VIC-20
Commodore VIC-20 Official;Commodore VIC-20
vic20;Commodore VIC-20
'daphne';Daphne
Daphne - Daphne Laser Disc;Daphne
daphne;Daphne
DICE;DICE
EACA EG2000 Colour Genie;EG2000 Colour Genie
Emerson Arcadia 2001;Emerson Arcadia 2001
Emerson - Arcadia 2001;Emerson Arcadia 2001
Entex Adventure Vision;Entex Adventure Vision
Entex - Adventure Vision;Entex Adventure Vision
Entech - Adventure Vision;Entech Adventure Vision
'Fairchild Channel F';Fairchild Channel F
Fairchild - Channel F;Fairchild Channel F
channelf;Fairchild Channel F
Fairchild Channel F;Fairchild Channel F
Fairchild Channel_F;Fairchild Channel F
Fairchild ChannelF;Fairchild Channel F
FairchildChannel F;Fairchild Channel F
'Fujitsu FM Towns';Fujitsu FM Towns
Fujitsu - FM Towns;Fujitsu FM Towns
fmtowns;Fujitsu FM Towns
Fujitsu FM Towns;Fujitsu FM Towns
'Future Pinball';Future Pinball
fpinball ;Future Pinball
Future Pinball;Future Pinball
GamePark 32;GamePark GP32
'GCE Vectrex';GCE Vectrex
GCE Vectrex;GCE Vectrex
vectrex;GCE Vectrex
Vectrex Official;GCE Vectrex
GG;GOG.com
GOG;GOG.com
'Interton VC 4000';Interton VC 4000
Interton VC 4000;Interton VC 4000
vc4000;Interton VC 4000
Java Games;Java Games
'Magnavox Odyssey';Magnavox Odyssey
Magnavox Odyssey;Magnavox Odyssey
odyssey;Magnavox Odyssey
'Magnavox Odyssey 2';Magnavox Odyssey 2
Magnavox Odyssey 2;Magnavox Odyssey 2
Magnavox Odyssey2;Magnavox Odyssey 2
odyssey2;Magnavox Odyssey 2
Odyssey2/Videopac+;Magnavox Odyssey 2
'Magnavox Odyssey2';Magnavox Odyssey2
Odyssey 2 Official;Magnavox Odyssey2
'Main';Main
Main;Main
main;Main
- Arcade Official;Mame
MAME - Arcade;Mame
'Mame';Mame
arcade;Mame
ARCADE;Mame
Arcade;Mame
mame;Mame
MaMe;Mame
Mame;Mame
MAME;Mame
MAME 2000;Mame
MAME 2003;Mame
MAME 2010;Mame
MAME 2014;Mame
MAME2003;Mame
MAME2003+;Mame
MAME2010;Mame
'Mame Hack';Mame Hack
HBMAME;Mame Hack
Mame Hack;Mame Hack
mameh;Mame Hack
'Mattel Intellivision';Mattel Intellivision
intellivision;Mattel Intellivision
Intellivision;Mattel Intellivision
Intellivision Official;Mattel Intellivision
Mattel Intellivision;Mattel Intellivision
'MGT Sam Coupe';MGT Sam Coupe
MGT Sam Coupe;MGT Sam Coupe
samcoupe;MGT Sam Coupe
'Microsoft MS-DOS';Microsoft MS-DOS
Microsoft - DOS;Microsoft MS-DOS
dos;Microsoft MS-DOS
DOS;Microsoft MS-DOS
DOSBox;Microsoft MS-DOS
Microsoft MS-DOS;Microsoft MS-DOS
msdos;Microsoft MS-DOS
'Microsoft MSX';Microsoft MSX
Microsoft MSX;Microsoft MSX
msx;Microsoft MSX
MSX;Microsoft MSX
MSX Mame Official;Microsoft MSX
MSX/SVI/ColecoVision/SG-1000;Microsoft MSX
msx1;Microsoft MSX
'Microsoft MSX Turbo-R';Microsoft MSX Turbo-R
Microsoft MSX Turbo-R;Microsoft MSX Turbo-R
MSX Turbo-R;Microsoft MSX Turbo-R
msxturbor;Microsoft MSX Turbo-R
'Microsoft MSX2';Microsoft MSX2
Microsoft MSX2;Microsoft MSX2
msx2;Microsoft MSX2
'Microsoft MSX2+';Microsoft MSX2+
Microsoft MSX2+;Microsoft MSX2+
Microsoft - MSX2+;Microsoft MSX2+
Microsoft - MSX;Microsoft MSX
msx2+;Microsoft MSX2+
'Microsoft Xbox';Microsoft Xbox
Microsoft Xbox;Microsoft Xbox
Microsoft - XBOX;Microsoft Xbox
xbox;Microsoft Xbox
'Microsoft Xbox 360';Microsoft Xbox 360
Microsoft - XBOX 360;Microsoft Xbox 360
Microsoft Xbox 360;Microsoft Xbox 360
xbox360;Microsoft Xbox 360
Microsoft Xbox One;Microsoft Xbox One
'Mugen';Mugen
mugen;Mugen
Mugen;Mugen
Music Player;Music Player
'NEC PC Engine';NEC PC Engine
NEC - PC Engine - JAP;NEC PC Engine
NEC - PC Engine;NEC PC Engine
NEC PC Engine;NEC PC Engine
PC Engine;NEC PC Engine
PC Engine Official;NEC PC Engine
pcengine;NEC PC Engine
pce;NEC PC Engine
'NEC PC Engine-CD';NEC PC Engine-CD
NEC PC Engine-CD;NEC PC Engine-CD
PC Engine CD Official;NEC PC Engine-CD
PC Engine/CD;NEC PC Engine-CD
pce-cd;NEC PC Engine-CD
PCE-CD;NEC PC Engine-CD
pcenginecd;NEC PC Engine-CD
'NEC PC-8801';NEC PC-8801
NEC PC-8801;NEC PC-8801
pc88;NEC PC-8801
'NEC PC-9801';NEC PC-9801
NEC PC-9801;NEC PC-9801
PC-98;NEC PC-9801
pc98;NEC PC-9801
NEC - PC98;NEC PC-9801
'NEC PC-FX';NEC PC-FX
NEC PC-FX;NEC PC-FX
NEC PCFX;NEC PC-FX
PC-FX;NEC PC-FX
pcfx;NEC PC-FX
'NEC SuperGrafx';NEC SuperGrafx
NEC SuperGrafx;NEC SuperGrafx
PC Engine Supergrafx;NEC SuperGrafx
PCE SuperGrafx;NEC SuperGrafx
SuperGrafx;NEC SuperGrafx
SuperGfx;NEC SuperGrafx
Superfx;NEC SuperGrafx
Gfx;NEC SuperGrafx
supergrafx;NEC SuperGrafx
'NEC TurboGrafx-16';NEC TurboGrafx-16
NEC TurboGrafx-16;NEC TurboGrafx-16
NEC - PC Engine - TurboGrafx 16;NEC TurboGrafx-16
NEC - TurboGrafx 16;NEC TurboGrafx-16
tg16;NEC TurboGrafx-16
'NEC Turbografx-CD';NEC Turbografx-CD
NEC - PC Engine CD - TurboGrafx CD;NEC Turbografx-CD
TurboGrafx CD;NEC Turbografx-CD
NEC - TurboGrafx CD;NEC Turbografx-CD
NEC Turbo Duo;NEC Turbografx-CD
NEC TurboGrafx-CD;NEC TurboGrafx-CD
tg16cd;NEC Turbografx-CD
'NEC TurboGrafx-Express';NEC TurboGrafx-Express
NEC TurboGrafx-Express;NEC TurboGrafx-Express
tg-express;NEC TurboGrafx-Express
'NESiCAxLive';NESiCAxLive
NESiCAxLive;NESiCAxLive
Taito NESiCAxLive;NESiCAxLive
'Nintendo 3DS';Nintendo 3DS
Nintendo - Nintendo 3DS;Nintendo 3DS
3ds;Nintendo 3DS
n3ds;Nintendo 3DS
Nintendo 3DS;Nintendo 3DS
'Nintendo 3DS Brazil Games Translated';Nintendo 3DS Brazil Games Translated
3DS Br;Nintendo 3DS Brazil Games Translated
3DS Brazil;Nintendo 3DS Brazil Games Translated
3dsbr;Nintendo 3DS Brazil Games Translated
n3dsbr;Nintendo 3DS Brazil Games Translated
Nintendo 3DS Brazil Games Translated;Nintendo 3DS Brazil Games Translated
'Nintendo 64';Nintendo 64
Nintendo - Nintendo 64;Nintendo 64
n64;Nintendo 64
Nintendo 4;Nintendo 64
Nintendo 6;Nintendo 64
Nintendo 60;Nintendo 64
Nintendo 6444;Nintendo 64
Nintendo 64;Nintendo 64
Nintendo 64 Official;Nintendo 64
Nintendo 65;Nintendo 64
Nintendo 66;Nintendo 64
Nintendo64;Nintendo 64
Project64;Nintendo 64
'Nintendo 64 Brazil Games Translated';Nintendo 64 Brazil Games Translated
n64br;Nintendo 64 Brazil Games Translated
Nintendo 64 Brazil Games Translated;Nintendo 64 Brazil Games Translated
'Nintendo 64 HD';Nintendo 64 HD
n64h;Nintendo 64 HD
Nintendo 64 HD;Nintendo 64 HD
'Nintendo 64DD';Nintendo 64DD
64dd;Nintendo 64DD
n64dd;Nintendo 64DD
Nintendo 64DD;Nintendo 64DD
'Nintendo DS';Nintendo DS
Nintendo - Nintendo DS;Nintendo DS
DS;Nintendo DS
nds;Nintendo DS
ds;Nintendo DS
Nintendo DS;Nintendo DS
Nintendo DS Official;Nintendo DS
'Nintendo DS Brazil Games Translated';Nintendo DS Brazil Games Translated
ndsbr;Nintendo DS Brazil Games Translated
Nintendo DS Brazil Games Translated;Nintendo DS Brazil Games Translated
'Nintendo Entertainment System';Nintendo Entertainment System
Nintendo - Nintendo Entertainment System;Nintendo Entertainment System
nes;Nintendo Entertainment System
NES;Nintendo Entertainment System
NES/Famicom;Nintendo Entertainment System
Nintendo 8 bits;Nintendo Entertainment System
Nintendo Entertainment System;Nintendo Entertainment System
Nintendo Entertainment System Official;Nintendo Entertainment System
'Nintendo Entertainment System Brazil Games Translated';Nintendo Entertainment System Brazil Games Translated
nesbr;Nintendo Entertainment System Brazil Games Translated
Nintendo Entertainment System Brazil Games Translated;Nintendo Entertainment System Brazil Games Translated
'Nintendo Entertainment System Hacks';Nintendo Entertainment System Hacks
nesh;Nintendo Entertainment System Hacks
Nintendo Entertainment System Hacks;Nintendo Entertainment System Hacks
System Hacks - NES;Nintendo Entertainment System Hacks
'Nintendo Entertainment System Homebrew';Nintendo Entertainment System Homebrew
Nintendo Entertainment System Homebrew;Nintendo Entertainment System Homebrew
System Homebrew - NES;Nintendo Entertainment System Homebrew
'Nintendo Entertainment System Homebrews';Nintendo Entertainment System Homebrews
NES Homebrew Collection;Nintendo Entertainment System Homebrews
Nintendo Entertainment System Homebrews;Nintendo Entertainment System Homebrews
Nintendo NES Homebrew;Nintendo Entertainment System Homebrews
System Homebrews - NES;Nintendo Entertainment System Homebrews
'Nintendo Entertainment System Mini';Nintendo Entertainment System Mini
nesmini;Nintendo Entertainment System Mini
Nintendo Entertainment System Mini;Nintendo Entertainment System Mini
'Nintendo Famicom';Nintendo Famicom
famicom;Nintendo Famicom
Famicom;Nintendo Famicom
Nintendo Famicom;Nintendo Famicom
'Nintendo Famicom Disk System';Nintendo Famicom Disk System
fds;Nintendo Famicom Disk System
Nintendo Famicom Disk System;Nintendo Famicom Disk System
'Nintendo Game & Watch';Nintendo Game & Watch
Game & Watch;Nintendo Game & Watch
Game and Watch Official;Nintendo Game & Watch
gameandwatch;Nintendo Game & Watch
gw;Nintendo Game & Watch
Nintendo Game & Watch;Nintendo Game & Watch
'Nintendo Game Boy';Nintendo Game Boy
Nintendo - Game Boy;Nintendo Game Boy
Game Boy;Nintendo Game Boy
Game Boy Official;Nintendo Game Boy
GameBoy;Nintendo Game Boy
GAMEBOY;Nintendo Game Boy
gb;Nintendo Game Boy
Gboy;Nintendo Game Boy
Nintendo Game Boy;Nintendo Game Boy
'Nintendo Game Boy 2p';Nintendo Game Boy 2p
'Nintendo Game Boy 2P';Nintendo Game Boy 2P
Game Boy Official 2P;Nintendo Game Boy 2p
gb2players;Nintendo Game Boy 2P
Nintendo Game Boy 2P;Nintendo Game Boy 2P
'Nintendo Game Boy Advance';Nintendo Game Boy Advance
G Boy Advance;Nintendo Game Boy Advance
Game Boy Adv;Nintendo Game Boy Advance
Game Boy Advance;Nintendo Game Boy Advance
Game Boy Advance Official;Nintendo Game Boy Advance
Game BoyAdvance;Nintendo Game Boy Advance
GameBoy Advance;Nintendo Game Boy Advance
GameBoyAdvance;Nintendo Game Boy Advance
gba;Nintendo Game Boy Advance
MyZoom;Nintendo Game Boy Advance
Nintendo Game Boy Advance;Nintendo Game Boy Advance
vba;Nintendo Game Boy Advance
Nintendo vba;Nintendo Game Boy Advance
VBA;Nintendo Game Boy Advance
No$GBA;Nintendo Game Boy Advance
'Nintendo Game Boy Advance Brazil Games Translated';Nintendo Game Boy Advance Brazil Games Translated
gbabr;Nintendo Game Boy Advance Brazil Games Translated
Nintendo Game Boy Advance Brazil Games Translated;Nintendo Game Boy Advance Brazil Games Translated
'Nintendo Game Boy Brazil Games Translated';Nintendo Game Boy Brazil Games Translated
gbbr;Nintendo Game Boy Brazil Games Translated
Nintendo Game Boy Brazil Games Translated;Nintendo Game Boy Brazil Games Translated
'Nintendo Game Boy Color';Nintendo Game Boy Color
Nintendo - Game Boy Color;Nintendo Game Boy Color
Game Boy Color;Nintendo Game Boy Color
Game Boy Color Official;Nintendo Game Boy Color
GameBoy Color;Nintendo Game Boy Color
GameBoyColor;Nintendo Game Boy Color
gbc;Nintendo Game Boy Color
Nintendo Game Boy Color;Nintendo Game Boy Color
'Nintendo Game Boy Color 2p';Nintendo Game Boy Color 2p
'Nintendo Game Boy Color 2P';Nintendo Game Boy Color 2P
Game Boy Color Official 2P;Nintendo Game Boy Color 2p
gbc2players;Nintendo Game Boy Color 2P
Nintendo Game Boy Color 2p;Nintendo Game Boy Color 2p
'Nintendo Game Boy Color Brazil Games Translated';Nintendo Game Boy Color Brazil Games Translated
gbcbr;Nintendo Game Boy Color Brazil Games Translated
Nintendo Game Boy Color Brazil Games Translated;Nintendo Game Boy Color Brazil Games Translated
'Nintendo GameCube';Nintendo GameCube
Nintendo - GameCube;Nintendo GameCube
gamecube;Nintendo GameCube
GameCube;Nintendo GameCube
GameCube Official;Nintendo GameCube
Gamecube Wii;Nintendo GameCube
gc;Nintendo GameCube
Nintendo GameCube;Nintendo GameCube
Nintendo Pokemon Mini;Nintendo Pokemon Mini
'Nintendo Satellaview';Nintendo Satellaview
Nintendo Satellaview;Nintendo Satellaview
satellaview;Nintendo Satellaview
'Nintendo Sufami Turbo';Nintendo Sufami Turbo
Nintendo Sufami Turbo;Nintendo Sufami Turbo
sufami;Nintendo Sufami Turbo
'Nintendo Super Famicom';Nintendo Super Famicom
Nintendo 'Nintendo Super Famicom';Nintendo Super Famicom
Nintendo Nintendo Nintendo 'Nintendo Super Famicom';Nintendo Super Famicom
Nintendo Nintendo Nintendo Nintendo Nintendo Super Famicom;Nintendo Super Famicom
Nintendo Super Famicom;Nintendo Super Famicom
sfc;Nintendo Super Famicom
snesj;Nintendo Super Famicom
Super Famicom;Nintendo Super Famicom
Nintendo Super Game Boy;Nintendo Super Game Boy
'Nintendo Switch';Nintendo Switch
Nintendo Switch;Nintendo Switch
Switch;Nintendo Switch
switch;Nintendo Switch
'Nintendo Virtual Boy';Nintendo Virtual Boy
Nintendo Virtual Boy;Nintendo Virtual Boy
Virtual Boy;Nintendo Virtual Boy
Virtual Boy Official;Nintendo Virtual Boy
virtualboy;Nintendo Virtual Boy
'Nintendo Wii';Nintendo Wii
Nintendo - Wii;Nintendo Wii
Dolphin;Nintendo Wii
Nintendo Wii;Nintendo Wii
wii;Nintendo Wii
Wii Official;Nintendo Wii
'Nintendo Wii Brazil Games Translated';Nintendo Wii Brazil Games Translated
Nintendo Wii Brazil Games Translated;Nintendo Wii Brazil Games Translated
wiibr;Nintendo Wii Brazil Games Translated
'Nintendo Wii Hacks';Nintendo Wii Hacks
Nintendo Wii Hacks;Nintendo Wii Hacks
System Hacks - Wii;Nintendo Wii Hacks
'Nintendo Wii Homebrew';Nintendo Wii Homebrew
Nintendo Wii Homebrew;Nintendo Wii Homebrew
System Homebrew - Wii;Nintendo Wii Homebrew
'Nintendo Wii U';Nintendo Wii U
wiiu;Nintendo Wii U
Nintendo - Wii U;Nintendo Wii U
Nintendo Wii U;Nintendo Wii U
Nintendo Wii_U;Nintendo Wii U
Nintendo WiiWare;Nintendo WiiWare
WiiWare;Nintendo WiiWare
Nokia N-Gage;Nokia N-Gage
'OpenBor';OpenBor
openbor;OpenBor
OpenBor;OpenBor
OpenBOR Official;OpenBor
'Othello Multivision';Othello Multivision
multivision;Othello Multivision
Othello Multivision;Othello Multivision
OUYA;OUYA
'Palm';Palm
palm;Palm
Palm;Palm
'PC Games';PC Games
GamesForWindows;PC Games
Windows - Games;PC Games
Windows Games;PC Games
Games Windows;PC Games
Microsoft PC Games 3.x;PC Games
pc;PC Games
PC Games;PC Games
PCGAME;PC Games
Windows;PC Games
'Phantom System';Phantom System
nesbr1;Phantom System
Phantom System;Phantom System
Philips CD-i;Philips CD-i
'Pinball Arcade';Pinball Arcade
Pinball Arcade;Pinball Arcade
The Pinball Arcade;Pinball Arcade
Visual Pinball;Pinball Arcade
vpinball;Pinball Arcade
Pinball FX2;Pinball FX2
Pinball FX3;Pinball FX3
'Pioneer Palcom Laserdisc';Pioneer Palcom Laserdisc
Laser Disc Official;American Laser Games
ALG - American Laser Games;American Laser Games
Pioneer Palcom Laserdisc;Pioneer Palcom Laserdisc
'Pokemon Mini';Pokemon Mini
pokemini;Pokemon Mini
Pokemon Mini;Pokemon Mini
Pokï¿½mon Mini;Pokemon Mini
RCA Studio II;RCA Studio II
'Sammy Atomiswave';Sammy Atomiswave
atomiswave;Sammy Atomiswave
Sammy - Atomiswave;Sammy Atomiswave
Atomiswave Official;Sammy Atomiswave
sammy;Sammy Atomiswave
Sammy Atomiswave;Sammy Atomiswave
'ScummVM';ScummVM
Scumm;ScummVM
scummvm;ScummVM
ScummVM;ScummVM
ScummVM Official;ScummVM
'Sega 32X';Sega 32X
32X;Sega 32X
Sega 32;Sega 32X
Sega 32X;Sega 32X
Sega 32X Official;Sega 32X
Sega-32X;Sega 32X
sega32;Sega 32X
Sega32X;Sega 32X
sega32x;Sega 32X
Sega - PICO; Sega PICO
'Sega CD';Sega CD
Sega - Mega-CD - Sega CD;Sega CD
Sega - Sega CD;Sega CD
Sega - Sega-CD;Sega CD
Sega - Mega-CD;Sega Mega CD
Sega - Mega CD;Sega Mega CD
Sega CD;Sega CD
Sega CD Official;Sega CD
segacd;Sega CD
'Sega Chihiro';Sega Chihiro
chihiro;Sega Chihiro
Sega Chihiro;Sega Chihiro
'Sega Dreamcast';Sega Dreamcast
dc;Sega Dreamcast
DC;Sega Dreamcast
Sega - Dreamcast;Sega Dreamcast
Chankast;Sega Dreamcast
dream;Sega Dreamcast
Dream;Sega Dreamcast
dream cast;Sega Dreamcast
Dream_cast;Sega Dreamcast
dreamcast;Sega Dreamcast
Dreamcast;Sega Dreamcast
Dreamcast Official;Sega Dreamcast
Reicast;Sega Dreamcast
dc;Sega Dreamcast
Sega Dream_cast;Sega Dreamcast
sega dream_cast;Sega Dreamcast
Sega Dreamcast;Sega Dreamcast
sega dreamcast;Sega Dreamcast
Sega_Dream_cast;Sega Dreamcast
Sega_Dreamcast;Sega Dreamcast
'Sega Game Gear';Sega Game Gear
Sega - Game Gear;Sega Game Gear
game gear;Sega Game Gear
Game Gear Official;Sega Game Gear
gamegear;Sega Game Gear
Sega Game Gear;Sega Game Gear
Sega GG;Sega Game Gear
gg;Sega Game Gear
'Sega Genesis';Sega Genesis
Sega - Mega Drive - Genesis;Sega Genesis
Sega - Mega Drive;Sega Mega Drive
Sega - Genesis;Sega Genesis
genesis;Sega Genesis
Genesis Official;Sega Genesis
gens;Sega Genesis
Sega Genesis;Sega Genesis
Sega GeNintendo Entertainment Systemis;Sega Genesis
'Sega Hikaru';Sega Hikaru
hikaru;Sega Hikaru
Sega Hikaru;Sega Hikaru
Sega Mark III;Sega Mark III
'Sega Master System';Sega Master System
Sega - Master System - Mark III;Sega Master System
Sega - Master System;Sega Master System
Sega - Mark III;Sega Mark III
master;Sega Master System
Master System;Sega Master System
mastersystem;Sega Master System
MS;Sega Master System
Sega Master System;Sega Master System
Sega Master System Official;Sega Master System
Sega MS;Sega Master System
sms;Sega Master System
SMS;Sega Master System
SMS Plus GX;Sega Master System
'Sega Master System Brazil Games Translated';Sega Master System Brazil Games Translated
masterbr;Sega Master System Brazil Games Translated
mastersystembr;Sega Master System Brazil Games Translated
Sega Master System Brazil Games Translated;Sega Master System Brazil Games Translated
smsbr;Sega Master System Brazil Games Translated
'Sega Master System Hacks';Sega Master System Hacks
masterh;Sega Master System Hacks
mastersystemh;Sega Master System Hacks
Sega Master System Hacks;Sega Master System Hacks
smsh;Sega Master System Hacks
'Sega Master System TecToy';Sega Master System TecToy
Master System (TecToy);Sega Master System TecToy
Master System TecToy;Sega Master System TecToy
Sega Master System TecToy;Sega Master System TecToy
SMS (TecToy);Sega Master System TecToy
SMS TecToy;Sega Master System TecToy
tectoy;Sega Master System TecToy
MD CD;Sega Mega CD
MDCD;Sega Mega CD
Sega CD;Sega CD
Sega MD CD;Sega Mega CD
Sega MDCD;Sega Mega CD
Sega Mega-CD;Sega Mega CD
smdcd;Sega Mega CD
'Sega Mega Drive';Sega Mega Drive
MD;Sega Mega Drive
md;Sega Mega Drive
megadrive;Sega Mega Drive
MEGADRIVE;Sega Mega Drive
Sega MD;Sega Mega Drive
Sega Mega Drive;Sega Mega Drive
'Sega Mega Drive Brazil Games Translated';Sega Mega Drive Brazil Games Translated
megadrivebr;Sega Mega Drive Brazil Games Translated
Sega Mega Drive Brazil Games Translated;Sega Mega Drive Brazil Games Translated
'Sega Mega Drive Hacks';Sega Mega Drive Hacks
genh;Sega Mega Drive Hacks
megadriveh;Sega Mega Drive Hacks
Sega Mega Drive Hacks;Sega Mega Drive Hacks
System Hacks - Genesis;Sega Mega Drive Hacks
'Sega Mega Drive Homebrew';Sega Mega Drive Homebrew
Sega Mega Drive Homebrew;Sega Mega Drive Homebrew
System Homebrew - Genesis;Sega Mega Drive Homebrew
'Sega Mega Drive Japan';Sega Mega Drive Japan
megadrive-japan;Sega Mega Drive Japan
megadrivej;Sega Mega Drive Japan
megadriveji;Sega Mega Drive Japan
Sega Mega Drive Japan;Sega Mega Drive Japan
Sega Model 1;Sega Model 1
'Sega Model 2';Sega Model 2
Sega - Model 2;Sega Model 2
Model 2 Official;Sega Model 2
model2;Sega Model 2
Sega Model 2;Sega Model 2
'Sega Model 3';Sega Model 3
Sega - Model 3;Sega Model 3
Model 3 Official;Sega Model 3
MODEL2;Sega Model 3
model3;Sega Model 3
Sega Model 3;Sega Model 3
'Sega Naomi';Sega Naomi
Sega - NAOMI;Sega Naomi
naomi;Sega Naomi
Naomi Official;Sega Naomi
Sega Naomi;Sega Naomi
Sega Ringedge;Sega Ringedge
Sega RinNintendo Game & Watchide;Sega Ringedge
'Sega Saturn';Sega Saturn
Sega - Saturn;Sega Saturn
Beetle Saturn;Sega Saturn
saturn;Sega Saturn
Saturn Official;Sega Saturn
Sega Saturn;Sega Saturn
ss;Sega Saturn
Ss;Sega Saturn
SS;Sega Saturn
Yabause;Sega Saturn
'Sega SC-3000';Sega SC-3000
sc-3000;Sega SC-3000
Sega SC-3000;Sega SC-3000
'Sega SG-1000';Sega SG-1000
Sega SG-1000;Sega SG-1000
Sega SG-1000 Official;Sega SG-1000
sg-1000;Sega SG-1000
SG-1000;Sega SG-1000
sg1000;Sega SG-1000
Sega ST-V;Sega ST-V
Sega System 16;Sega System 16
Sega System 24;Sega System 24
'Sega Triforce';Sega Triforce
Mario Kart Arcade GP Triforce Official;Sega Triforce
Sega Triforce;Sega Triforce
triforce;Sega Triforce
Sega VMU;Sega VMU
Sega X Board;Sega X Board
Sega Y Board;Sega Y Board
'Sharp X1';Sharp X1
Sharp X1;Sharp X1
x1;Sharp X1
'Sharp X68000';Sharp X68000
Sharp - X68000;Sharp X68000
Sharp X68000;Sharp X68000
x68000;Sharp X68000
X68000 Official;Sharp X68000
'Sinclair ZX Spectrum';Sinclair ZX Spectrum
Sinclair ZX Spectrum;Sinclair ZX Spectrum
Spectrum Official;Sinclair ZX Spectrum
Sinclair - ZX Spectrum +3;Sinclair ZX Spectrum
ZX Spectrum +3;Sinclair ZX Spectrum
t81;Sinclair ZX Spectrum
tzx;Sinclair ZX Spectrum
ZX Spectrum;Sinclair ZX Spectrum
